0,646.81,27.467,3.1308,682.38,53.35,20.398
1,184.93,198.36,0.80332,218.37,250.85,37.124
2,606.38,159.22,8.7715,601.24,163.51,23.257
3,472.21,55.435,7.3055,488.5,118.83,19.471
4,6.5158,382.68,7.9751,39.142,335.88,29.05
5,695.61,7.3502,8.8188,685.56,53.064,21.119
6,756.54,8.6575,23.792,741.24,58.554,35.069
7,94.348,239.67,8.259,121.33,287.01,28.976
8,527.32,29.327,19.226,549.88,89.165,21.809
9,500.86,34.283,13.977,549.88,89.165,21.809
10,515.22,32.72,18.676,549.88,89.165,21.809
11,761.46,176.16,16.175,759.48,141.37,29.416
12,518.54,24.001,21.134,549.88,89.165,21.809
13,12.28,353.28,13.4,39.142,335.88,29.05
14,726.18,5.8195,20.091,738.98,58.679,14.957
15,739.81,143.01,16.17,732.38,125.84,18.912
16,549.6,255.85,26.453,501.71,200.87,25
17,151.7,190.94,12.102,152.4,268.45,27.85
18,719.58,194.58,19.824,687.81,146.32,38.229
19,163.82,224.24,24.195,152.4,268.45,27.85
20,570.71,244.16,23.253,570.87,177.99,33.2
21,463.39,255.71,12.841,449.18,210.67,24.994
22,509.58,22.046,14.919,549.88,89.165,21.809
23,722.51,185.28,13.555,687.81,146.32,38.229
24,10.403,348.93,14.37,39.142,335.88,29.05
25,159.24,194.34,11.904,152.4,268.45,27.85
26,136.09,210.91,10.871,148.19,269.01,26.072
27,13.727,363.09,11.924,39.142,335.88,29.05
28,475.81,30.768,20.922,511.25,109.64,36.918
29,486.69,48.915,11.593,511.25,109.64,36.918
30,200.84,189.7,14.727,237.2,239.6,37.555
31,214.61,193.91,11.497,243.53,238.35,27.587
32,697.16,198.09,15.928,687.81,146.32,38.229
33,60.189,247.85,12.231,97.91,296.91,29.496
34,37.955,263.74,15.87,83.005,305.37,30.885
35,729.46,177.62,22.139,759.48,141.37,29.416
36,87.892,221,27.081,121.33,287.01,28.976
37,182.67,192.91,13.207,218.37,250.85,37.124
38,161.7,194.72,12.557,152.4,268.45,27.85
39,562.66,280.49,26.574,501.71,200.87,25
40,487.69,58.016,15.106,511.25,109.64,36.918
41,557.8,268.88,17.525,501.71,200.87,25
42,629.37,13.138,12.836,650.93,71.017,29.945
43,365.72,113.17,18.163,391.12,150.66,24.364
44,179.61,192.82,12.724,218.37,250.85,37.124
45,668.58,199.25,18.744,646.03,150.27,33.964
46,132,235.02,15.921,148.19,269.01,26.072
47,108.8,252.63,19.077,121.33,287.01,28.976
48,517.83,287.21,12.006,501.71,200.87,25
49,5.223,352.29,11.984,39.142,335.88,29.05
50,365.75,121.37,21.613,391.12,150.66,24.364
51,147.41,191.19,12.066,152.4,268.45,27.85
52,737.74,199.05,26.539,759.48,141.37,29.416
53,159.26,200.94,11.829,152.4,268.45,27.85
54,496.28,52.075,18.383,511.25,109.64,36.918
55,751.6,137.52,23.758,759.48,141.37,29.416
56,608.88,159.56,10.837,601.24,163.51,23.257
57,185.3,190.78,14.191,218.37,250.85,37.124
58,691.44,197.28,16.121,687.81,146.32,38.229
59,761.58,198.41,14.786,759.48,141.37,29.416
60,149.74,208.87,13.026,152.4,268.45,27.85
61,33.731,356.87,16.171,39.142,335.88,29.05
62,23.632,359,14.132,39.142,335.88,29.05
63,494.2,46.421,12.698,511.25,109.64,36.918
64,195.74,189.42,18.369,229.8,242.51,42.276
65,214.38,196.97,13.926,243.53,238.35,27.587
66,656.24,196.6,16.985,639.83,150.83,22.049
67,483.31,53.529,12.961,488.5,118.83,19.471
68,343.22,112.88,15.951,391.12,150.66,24.364
69,348.12,135.54,22.178,351.91,175.11,37.673
70,730.02,137.69,13.336,732.38,125.84,18.912
71,749.49,190.26,24.166,759.48,141.37,29.416
72,217.75,196.76,14.209,243.53,238.35,27.587
73,120.18,209.49,12.318,148.19,269.01,26.072
74,141.78,231.48,16.314,148.19,269.01,26.072
75,521.96,51.239,16.555,549.88,89.165,21.809
76,589.33,167.46,13.896,594.44,164.6,19.495
77,648.14,195.54,14.557,639.83,150.83,22.049
78,639.22,195.06,15.871,639.83,150.83,22.049
79,148.64,222.34,13.892,148.19,269.01,26.072
80,567.77,21.269,19.211,575.96,82.836,27.442
81,481.94,57.417,15.962,488.5,118.83,19.471
82,426.11,60.075,19.276,483,122,21.573
83,727.72,183.93,20.987,759.48,141.37,29.416
84,692.15,185.97,25.41,687.81,146.32,38.229
85,217.28,199.59,15.69,243.53,238.35,27.587
86,112.08,241.48,14.138,148.19,269.01,26.072
87,125.24,251.64,32.455,148.19,269.01,26.072
88,68.86,254.49,12.695,97.91,296.91,29.496
89,537.63,262.19,14.884,501.71,200.87,25
90,15.738,359.23,14.584,39.142,335.88,29.05
91,705.55,7.2044,16.108,685.56,53.064,21.119
92,562.96,62.382,19.621,575.96,82.836,27.442
93,157.76,194,16.183,152.4,268.45,27.85
94,132.24,249.3,17.425,148.19,269.01,26.072
95,710.14,24.214,37.18,691.38,55.036,22.491
96,384.58,59.917,18.312,398.08,148.9,22.204
97,731.65,172.82,18.444,759.48,141.37,29.416
98,759.79,195.16,15.131,759.48,141.37,29.416
99,721.87,195.18,14.706,687.81,146.32,38.229
100,147.07,225.13,16.346,148.19,269.01,26.072
101,123.01,234.57,15.5,148.19,269.01,26.072
102,135.85,239.97,16.288,148.19,269.01,26.072
103,113.13,258.69,26.084,121.33,287.01,28.976
104,40.644,262.08,15.294,83.005,305.37,30.885
